	gene_id	unqlen	simple	genename	genetype
RNU7-196P	ENSG00000238913.1	62	ENSG00000238913	RNU7-196P	snRNA
RNU7-82P	ENSG00000238924.2	62	ENSG00000238924	RNU7-82P	snRNA
RNU7-66P	ENSG00000238949.1	62	ENSG00000238949	RNU7-66P	snRNA
RNU7-176P	ENSG00000238962.1	62	ENSG00000238962	RNU7-176P	snRNA
RNU7-125P	ENSG00000238964.1	62	ENSG00000238964	RNU7-125P	snRNA
RNU7-133P	ENSG00000238987.1	62	ENSG00000238987	RNU7-133P	snRNA
RNU7-74P	ENSG00000239010.1	62	ENSG00000239010	RNU7-74P	snRNA
RNU7-55P	ENSG00000239078.1	62	ENSG00000239078	RNU7-55P	snRNA
RNU7-24P	ENSG00000239081.1	62	ENSG00000239081	RNU7-24P	snRNA
RNU7-23P	ENSG00000239099.1	62	ENSG00000239099	RNU7-23P	snRNA
RNU7-67P	ENSG00000239115.1	62	ENSG00000239115	RNU7-67P	snRNA
RNU7-195P	ENSG00000239151.1	62	ENSG00000239151	RNU7-195P	snRNA
RNU7-197P	ENSG00000239168.1	62	ENSG00000239168	RNU7-197P	snRNA
RNU7-20P	ENSG00000251712.3	62	ENSG00000251712	RNU7-20P	snRNA
RNU7-124P	ENSG00000251745.1	62	ENSG00000251745	RNU7-124P	snRNA
RNU7-60P	ENSG00000251747.1	62	ENSG00000251747	RNU7-60P	snRNA
RNU7-8P	ENSG00000251767.1	62	ENSG00000251767	RNU7-8P	snRNA
RNU7-47P	ENSG00000251787.1	62	ENSG00000251787	RNU7-47P	snRNA
RNU7-12P	ENSG00000251839.1	62	ENSG00000251839	RNU7-12P	snRNA
RNU7-75P	ENSG00000251880.1	62	ENSG00000251880	RNU7-75P	snRNA
RNU7-79P	ENSG00000251891.1	62	ENSG00000251891	RNU7-79P	snRNA
RNU7-84P	ENSG00000251892.1	62	ENSG00000251892	RNU7-84P	snRNA
RNU7-2P	ENSG00000251905.1	62	ENSG00000251905	RNU7-2P	snRNA
RNU7-200P	ENSG00000251914.1	62	ENSG00000251914	RNU7-200P	snRNA
RNU7-105P	ENSG00000251919.1	62	ENSG00000251919	RNU7-105P	snRNA
RNU7-129P	ENSG00000251937.1	62	ENSG00000251937	RNU7-129P	snRNA
RNU7-49P	ENSG00000251991.1	62	ENSG00000251991	RNU7-49P	snRNA
RNU7-154P	ENSG00000252003.1	62	ENSG00000252003	RNU7-154P	snRNA
RNU7-99P	ENSG00000252080.1	62	ENSG00000252080	RNU7-99P	snRNA
RNU7-18P	ENSG00000252174.1	62	ENSG00000252174	RNU7-18P	snRNA
RNU7-69P	ENSG00000252178.1	62	ENSG00000252178	RNU7-69P	snRNA
RNU7-13P	ENSG00000252222.1	62	ENSG00000252222	RNU7-13P	snRNA
RNU7-3P	ENSG00000252244.1	62	ENSG00000252244	RNU7-3P	snRNA
RNU7-153P	ENSG00000252264.1	62	ENSG00000252264	RNU7-153P	snRNA
RNU7-25P	ENSG00000252353.1	62	ENSG00000252353	RNU7-25P	snRNA
RNU7-51P	ENSG00000252369.1	62	ENSG00000252369	RNU7-51P	snRNA
RNU7-183P	ENSG00000252407.1	62	ENSG00000252407	RNU7-183P	snRNA
RNU7-121P	ENSG00000252413.1	62	ENSG00000252413	RNU7-121P	snRNA
RNU7-65P	ENSG00000252457.1	62	ENSG00000252457	RNU7-65P	snRNA
RNU7-160P	ENSG00000252469.1	62	ENSG00000252469	RNU7-160P	snRNA
RNU7-28P	ENSG00000252568.1	62	ENSG00000252568	RNU7-28P	snRNA
RNU7-137P	ENSG00000252597.1	62	ENSG00000252597	RNU7-137P	snRNA
RNU7-30P	ENSG00000252644.1	62	ENSG00000252644	RNU7-30P	snRNA
RNU7-111P	ENSG00000252645.1	62	ENSG00000252645	RNU7-111P	snRNA
RNU7-6P	ENSG00000252654.1	62	ENSG00000252654	RNU7-6P	snRNA
RNU7-110P	ENSG00000252700.1	62	ENSG00000252700	RNU7-110P	snRNA
RNU7-116P	ENSG00000252749.1	62	ENSG00000252749	RNU7-116P	snRNA
RNU7-4P	ENSG00000252770.1	62	ENSG00000252770	RNU7-4P	snRNA
RNU7-11P	ENSG00000252796.1	62	ENSG00000252796	RNU7-11P	snRNA
RNU7-35P	ENSG00000252983.1	62	ENSG00000252983	RNU7-35P	snRNA
RNU7-128P	ENSG00000253056.1	62	ENSG00000253056	RNU7-128P	snRNA
RNU7-161P	ENSG00000253098.1	62	ENSG00000253098	RNU7-161P	snRNA
MIR548AV	ENSG00000263750.1	62	ENSG00000263750	MIR548AV	miRNA
MIR4669	ENSG00000263897.1	62	ENSG00000263897	MIR4669	miRNA
MIR4304	ENSG00000265526.1	62	ENSG00000265526	MIR4304	miRNA
MIR4489	ENSG00000265874.1	62	ENSG00000265874	MIR4489	miRNA
MIR3685	ENSG00000265917.1	62	ENSG00000265917	MIR3685	miRNA
MIR4488	ENSG00000266006.1	62	ENSG00000266006	MIR4488	miRNA
MIR4281	ENSG00000266329.1	62	ENSG00000266329	MIR4281	miRNA
MIR4418	ENSG00000266564.1	62	ENSG00000266564	MIR4418	miRNA
AC013791.1	ENSG00000274740.1	62	ENSG00000274740	AC013791.1	misc_RNA
MIR6796	ENSG00000275652.1	62	ENSG00000275652	MIR6796	miRNA
MIR6880	ENSG00000275967.1	62	ENSG00000275967	MIR6880	miRNA
MIR6499	ENSG00000276622.1	62	ENSG00000276622	MIR6499	miRNA
MIR6769B	ENSG00000278465.1	62	ENSG00000278465	MIR6769B	miRNA
MIR299	ENSG00000207749.4	63	ENSG00000207749	MIR299	miRNA
TRAJ58	ENSG00000211833.1	63	ENSG00000211833	TRAJ58	TR_J_gene
TRAJ57	ENSG00000211834.1	63	ENSG00000211834	TRAJ57	TR_J_gene
TRAJ48	ENSG00000211841.1	63	ENSG00000211841	TRAJ48	TR_J_gene
TRAJ46	ENSG00000211843.1	63	ENSG00000211843	TRAJ46	TR_J_gene
TRAJ44	ENSG00000211845.1	63	ENSG00000211845	TRAJ44	TR_J_gene
TRAJ39	ENSG00000211850.1	63	ENSG00000211850	TRAJ39	TR_J_gene
TRAJ24	ENSG00000211865.1	63	ENSG00000211865	TRAJ24	TR_J_gene
TRAJ23	ENSG00000211866.1	63	ENSG00000211866	TRAJ23	TR_J_gene
TRAJ22	ENSG00000211867.1	63	ENSG00000211867	TRAJ22	TR_J_gene
TRAJ17	ENSG00000211872.1	63	ENSG00000211872	TRAJ17	TR_J_gene
TRAJ13	ENSG00000211876.1	63	ENSG00000211876	TRAJ13	TR_J_gene
TRAJ4	ENSG00000211885.1	63	ENSG00000211885	TRAJ4	TR_J_gene
MIR1205	ENSG00000221771.1	63	ENSG00000221771	MIR1205	miRNA
RNU7-120P	ENSG00000238302.1	63	ENSG00000238302	RNU7-120P	snRNA
RNU7-180P	ENSG00000238374.1	63	ENSG00000238374	RNU7-180P	snRNA
RNU7-48P	ENSG00000238386.1	63	ENSG00000238386	RNU7-48P	snRNA
RNU7-186P	ENSG00000238419.1	63	ENSG00000238419	RNU7-186P	snRNA
RNU7-94P	ENSG00000238609.1	63	ENSG00000238609	RNU7-94P	snRNA
RNU7-26P	ENSG00000238610.1	63	ENSG00000238610	RNU7-26P	snRNA
RNU7-194P	ENSG00000238721.1	63	ENSG00000238721	RNU7-194P	snRNA
RNU7-155P	ENSG00000238759.1	63	ENSG00000238759	RNU7-155P	snRNA
RNU7-45P	ENSG00000238829.1	63	ENSG00000238829	RNU7-45P	snRNA
RNU7-85P	ENSG00000238884.1	63	ENSG00000238884	RNU7-85P	snRNA
RNU7-1	ENSG00000238923.1	63	ENSG00000238923	RNU7-1	snRNA
RNU7-88P	ENSG00000239003.1	63	ENSG00000239003	RNU7-88P	snRNA
RNU7-73P	ENSG00000239105.1	63	ENSG00000239105	RNU7-73P	snRNA
RNU7-119P	ENSG00000239119.1	63	ENSG00000239119	RNU7-119P	snRNA
TRAJ51	ENSG00000248366.1	63	ENSG00000248366	TRAJ51	TR_J_pseudogene
RNU7-52P	ENSG00000251981.1	63	ENSG00000251981	RNU7-52P	snRNA
RNU6-419P	ENSG00000252839.1	63	ENSG00000252839	RNU6-419P	snRNA
MIR3182	ENSG00000263785.1	63	ENSG00000263785	MIR3182	miRNA
MIR4701	ENSG00000264201.1	63	ENSG00000264201	MIR4701	miRNA
MIR1254-2	ENSG00000264574.1	63	ENSG00000264574	MIR1254-2	miRNA
MIR5588	ENSG00000264614.1	63	ENSG00000264614	MIR5588	miRNA
MIR3131	ENSG00000264755.1	63	ENSG00000264755	MIR3131	miRNA
MIR4692	ENSG00000265064.1	63	ENSG00000265064	MIR4692	miRNA
MIR4486	ENSG00000265210.1	63	ENSG00000265210	MIR4486	miRNA
MIR4252	ENSG00000265392.1	63	ENSG00000265392	MIR4252	miRNA
MIR3143	ENSG00000265565.1	63	ENSG00000265565	MIR3143	miRNA
MIR4740	ENSG00000266392.1	63	ENSG00000266392	MIR4740	miRNA
MIR4646	ENSG00000266776.1	63	ENSG00000266776	MIR4646	miRNA
RNU7-10P	ENSG00000271841.1	63	ENSG00000271841	RNU7-10P	snRNA
MIR6790	ENSG00000273758.1	63	ENSG00000273758	MIR6790	miRNA
MIR6793	ENSG00000275640.1	63	ENSG00000275640	MIR6793	miRNA
MIR6746	ENSG00000277892.1	63	ENSG00000277892	MIR6746	miRNA
MIR375	ENSG00000198973.4	64	ENSG00000198973	MIR375	miRNA
SNORD48	ENSG00000201823.1	64	ENSG00000201823	SNORD48	snoRNA
SNORD58C	ENSG00000202093.1	64	ENSG00000202093	SNORD58C	snoRNA
TRAJ10	ENSG00000211879.1	64	ENSG00000211879	TRAJ10	TR_J_gene
RNU6-1248P	ENSG00000212398.1	64	ENSG00000212398	RNU6-1248P	snRNA
RNU7-134P	ENSG00000238447.1	64	ENSG00000238447	RNU7-134P	snRNA
SNORD42A	ENSG00000238649.1	64	ENSG00000238649	SNORD42A	snoRNA
RNU7-96P	ENSG00000238719.1	64	ENSG00000238719	RNU7-96P	snRNA
RNU7-152P	ENSG00000238789.1	64	ENSG00000238789	RNU7-152P	snRNA
RNU7-34P	ENSG00000238904.1	64	ENSG00000238904	RNU7-34P	snRNA
RNU7-95P	ENSG00000239007.1	64	ENSG00000239007	RNU7-95P	snRNA
RNU7-138P	ENSG00000239053.1	64	ENSG00000239053	RNU7-138P	snRNA
RNU6-632P	ENSG00000251711.1	64	ENSG00000251711	RNU6-632P	snRNA
SNORD63	ENSG00000252112.1	64	ENSG00000252112	SNORD63	snoRNA
RNU7-40P	ENSG00000252206.1	64	ENSG00000252206	RNU7-40P	snRNA
RNU7-43P	ENSG00000252363.1	64	ENSG00000252363	RNU7-43P	snRNA
RNU7-29P	ENSG00000252429.2	64	ENSG00000252429	RNU7-29P	snRNA
RNU7-81P	ENSG00000252507.1	64	ENSG00000252507	RNU7-81P	snRNA
RNU7-188P	ENSG00000252872.1	64	ENSG00000252872	RNU7-188P	snRNA
RNU7-172P	ENSG00000252934.1	64	ENSG00000252934	RNU7-172P	snRNA
RNU6-232P	ENSG00000252953.1	64	ENSG00000252953	RNU6-232P	snRNA
RNU6-794P	ENSG00000253070.1	64	ENSG00000253070	RNU6-794P	snRNA
SNORD43	ENSG00000263764.1	64	ENSG00000263764	SNORD43	snoRNA
MIR548AG2	ENSG00000265617.1	64	ENSG00000265617	MIR548AG2	miRNA
MIR3196	ENSG00000266463.1	64	ENSG00000266463	MIR3196	miRNA
MIR4268	ENSG00000266518.1	64	ENSG00000266518	MIR4268	miRNA
SNORD5	ENSG00000272166.1	64	ENSG00000272166	SNORD5	snoRNA
MIR6812	ENSG00000273555.1	64	ENSG00000273555	MIR6812	miRNA
MIR6877	ENSG00000273932.1	64	ENSG00000273932	MIR6877	miRNA
MIR6772	ENSG00000274816.1	64	ENSG00000274816	MIR6772	miRNA
MIR6835	ENSG00000276404.1	64	ENSG00000276404	MIR6835	miRNA
MIR6779	ENSG00000277057.1	64	ENSG00000277057	MIR6779	miRNA
MIR6089	ENSG00000277120.5	64	ENSG00000277120	MIR6089	miRNA
MIR6806	ENSG00000277588.1	64	ENSG00000277588	MIR6806	miRNA
MIR6738	ENSG00000277817.1	64	ENSG00000277817	MIR6738	miRNA
MIR6783	ENSG00000278223.1	64	ENSG00000278223	MIR6783	miRNA
MIR6781	ENSG00000278447.1	64	ENSG00000278447	MIR6781	miRNA
SNORD58A	ENSG00000206602.1	65	ENSG00000206602	SNORD58A	snoRNA
MIR362	ENSG00000208015.1	65	ENSG00000208015	MIR362	miRNA
SNORD73A	ENSG00000208797.1	65	ENSG00000208797	SNORD73A	snoRNA
MIR526A2	ENSG00000211532.1	65	ENSG00000211532	MIR526A2	miRNA
SNORD78	ENSG00000212168.1	65	ENSG00000212168	SNORD78	snoRNA
SNORD37	ENSG00000212270.1	65	ENSG00000212270	SNORD37	snoRNA
SNORD77	ENSG00000212415.1	65	ENSG00000212415	SNORD77	snoRNA
MIR1252	ENSG00000221788.1	65	ENSG00000221788	MIR1252	miRNA
RNU6-1225P	ENSG00000252145.1	65	ENSG00000252145	RNU6-1225P	snRNA
RNU7-193P	ENSG00000252532.1	65	ENSG00000252532	RNU7-193P	snRNA
RNU7-143P	ENSG00000252590.1	65	ENSG00000252590	RNU7-143P	snRNA
RNU6-840P	ENSG00000253084.3	65	ENSG00000253084	RNU6-840P	snRNA
MIR4450	ENSG00000263445.1	65	ENSG00000263445	MIR4450	miRNA
MIR5684	ENSG00000263800.1	65	ENSG00000263800	MIR5684	miRNA
MIR548AW	ENSG00000263816.1	65	ENSG00000263816	MIR548AW	miRNA
MIR3670-1	ENSG00000263918.1	65	ENSG00000263918	MIR3670-1	miRNA
MIR5591	ENSG00000264621.1	65	ENSG00000264621	MIR5591	miRNA
MIR3670-2	ENSG00000264722.1	65	ENSG00000264722	MIR3670-2	miRNA
MIR4291	ENSG00000265347.1	65	ENSG00000265347	MIR4291	miRNA
MIR3670-3	ENSG00000265776.1	65	ENSG00000265776	MIR3670-3	miRNA
MIR6842	ENSG00000273836.1	65	ENSG00000273836	MIR6842	miRNA
MIR3670-4	ENSG00000274025.1	65	ENSG00000274025	MIR3670-4	miRNA
MIR8071-1	ENSG00000274172.1	65	ENSG00000274172	MIR8071-1	miRNA
MIR6818	ENSG00000275818.1	65	ENSG00000275818	MIR6818	miRNA
AC084368.1	ENSG00000275834.1	65	ENSG00000275834	AC084368.1	processed_pseudogene
MIR6729	ENSG00000276869.1	65	ENSG00000276869	MIR6729	miRNA
MIR7106	ENSG00000276908.1	65	ENSG00000276908	MIR7106	miRNA
MIR8071-2	ENSG00000277030.1	65	ENSG00000277030	MIR8071-2	miRNA
MIR6763	ENSG00000277052.1	65	ENSG00000277052	MIR6763	miRNA
MIR7854	ENSG00000277255.1	65	ENSG00000277255	MIR7854	miRNA
MIR6803	ENSG00000278264.1	65	ENSG00000278264	MIR6803	miRNA
MIR6802	ENSG00000278328.1	65	ENSG00000278328	MIR6802	miRNA
MIR6865	ENSG00000278517.1	65	ENSG00000278517	MIR6865	miRNA
TRAJ37	ENSG00000278661.1	65	ENSG00000278661	TRAJ37	TR_J_gene
MIR378A	ENSG00000199047.3	66	ENSG00000199047	MIR378A	miRNA
TRAJ53	ENSG00000211837.1	66	ENSG00000211837	TRAJ53	TR_J_gene
TRAJ45	ENSG00000211844.1	66	ENSG00000211844	TRAJ45	TR_J_gene
TRAJ42	ENSG00000211847.1	66	ENSG00000211847	TRAJ42	TR_J_gene
TRAJ32	ENSG00000211857.1	66	ENSG00000211857	TRAJ32	TR_J_gene
TRAJ28	ENSG00000211861.1	66	ENSG00000211861	TRAJ28	TR_J_gene
TRAJ18	ENSG00000211871.1	66	ENSG00000211871	TRAJ18	TR_J_gene
TRAJ2	ENSG00000211887.2	66	ENSG00000211887	TRAJ2	TR_J_gene
SNORD58	ENSG00000212615.1	66	ENSG00000212615	SNORD58	snoRNA
MIR297	ENSG00000215961.1	66	ENSG00000215961	MIR297	miRNA
MIR1827	ENSG00000221476.2	66	ENSG00000221476	MIR1827	miRNA
MIR1249	ENSG00000221598.3	66	ENSG00000221598	MIR1249	miRNA
RNU7-157P	ENSG00000238431.1	66	ENSG00000238431	RNU7-157P	snRNA
RNU7-19P	ENSG00000238959.1	66	ENSG00000238959	RNU7-19P	snRNA
SNORD36C	ENSG00000252542.1	66	ENSG00000252542	SNORD36C	snoRNA
RNU7-70P	ENSG00000252750.1	66	ENSG00000252750	RNU7-70P	snRNA
MIR4303	ENSG00000263890.1	66	ENSG00000263890	MIR4303	miRNA
MIR4667	ENSG00000263892.3	66	ENSG00000263892	MIR4667	miRNA
MIR4449	ENSG00000264585.1	66	ENSG00000264585	MIR4449	miRNA
MIR4301	ENSG00000265140.1	66	ENSG00000265140	MIR4301	miRNA
MIR3128	ENSG00000265396.1	66	ENSG00000265396	MIR3128	miRNA
MIR4459	ENSG00000265421.1	66	ENSG00000265421	MIR4459	miRNA
MIR548AG1	ENSG00000265829.1	66	ENSG00000265829	MIR548AG1	miRNA
MIR4495	ENSG00000265861.1	66	ENSG00000265861	MIR4495	miRNA
MIR3649	ENSG00000266043.1	66	ENSG00000266043	MIR3649	miRNA
MIR3147	ENSG00000266168.1	66	ENSG00000266168	MIR3147	miRNA
MIR4451	ENSG00000266421.3	66	ENSG00000266421	MIR4451	miRNA
MIR4264	ENSG00000266436.1	66	ENSG00000266436	MIR4264	miRNA
MIR4641	ENSG00000266494.1	66	ENSG00000266494	MIR4641	miRNA
MIR3689F	ENSG00000266514.1	66	ENSG00000266514	MIR3689F	miRNA
MIR4498	ENSG00000266704.1	66	ENSG00000266704	MIR4498	miRNA
SNORD58B	ENSG00000271982.1	66	ENSG00000271982	SNORD58B	snoRNA
MIR6777	ENSG00000274111.1	66	ENSG00000274111	MIR6777	miRNA
MIR6885	ENSG00000274390.1	66	ENSG00000274390	MIR6885	miRNA
MIR6788	ENSG00000274838.1	66	ENSG00000274838	MIR6788	miRNA
MIR6825	ENSG00000275067.1	66	ENSG00000275067	MIR6825	miRNA
MIR6882	ENSG00000275411.1	66	ENSG00000275411	MIR6882	miRNA
MIR6744	ENSG00000275669.1	66	ENSG00000275669	MIR6744	miRNA
MIR7976	ENSG00000276083.1	66	ENSG00000276083	MIR7976	miRNA
MIR668	ENSG00000276352.2	66	ENSG00000276352	MIR668	miRNA
MIR7159	ENSG00000276824.1	66	ENSG00000276824	MIR7159	miRNA
MIR6817	ENSG00000277872.1	66	ENSG00000277872	MIR6817	miRNA
MIR6816	ENSG00000278278.1	66	ENSG00000278278	MIR6816	miRNA
MIR6754	ENSG00000278349.1	66	ENSG00000278349	MIR6754	miRNA
MIR6080	ENSG00000278581.1	66	ENSG00000278581	MIR6080	miRNA
MIR6879	ENSG00000278851.1	66	ENSG00000278851	MIR6879	miRNA
MIR548BB	ENSG00000281426.1	66	ENSG00000281426	MIR548BB	miRNA
MIR371A	ENSG00000199031.1	67	ENSG00000199031	MIR371A	miRNA
MIR379	ENSG00000199088.5	67	ENSG00000199088	MIR379	miRNA
MIR372	ENSG00000199095.1	67	ENSG00000199095	MIR372	miRNA
SNORD52	ENSG00000201754.1	67	ENSG00000201754	SNORD52	snoRNA
SNORD38B	ENSG00000207421.1	67	ENSG00000207421	SNORD38B	snoRNA
MIR517B	ENSG00000207837.1	67	ENSG00000207837	MIR517B	miRNA
MIR676	ENSG00000211991.4	67	ENSG00000211991	MIR676	miRNA
SNORD64	ENSG00000212161.1	67	ENSG00000212161	SNORD64	snoRNA
SNORD77B	ENSG00000212414.1	67	ENSG00000212414	SNORD77B	snoRNA
MIR1255B2	ENSG00000221545.1	67	ENSG00000221545	MIR1255B2	miRNA
SNORD42B	ENSG00000238423.1	67	ENSG00000238423	SNORD42B	snoRNA
SNORD54	ENSG00000238650.1	67	ENSG00000238650	SNORD54	snoRNA
RNU7-106P	ENSG00000238842.1	67	ENSG00000238842	RNU7-106P	snRNA
SNORD109B	ENSG00000239169.1	67	ENSG00000239169	SNORD109B	snoRNA
RNU6-1198P	ENSG00000252713.1	67	ENSG00000252713	RNU6-1198P	snRNA
MIR4463	ENSG00000263533.1	67	ENSG00000263533	MIR4463	miRNA
MIR4472-2	ENSG00000264037.1	67	ENSG00000264037	MIR4472-2	miRNA
MIR3124	ENSG00000264500.1	67	ENSG00000264500	MIR3124	miRNA
MIR4271	ENSG00000264633.1	67	ENSG00000264633	MIR4271	miRNA
MIR4728	ENSG00000265178.1	67	ENSG00000265178	MIR4728	miRNA
MIR4288	ENSG00000265251.1	67	ENSG00000265251	MIR4288	miRNA
MIR4446	ENSG00000265253.1	67	ENSG00000265253	MIR4446	miRNA
MIR548AE2	ENSG00000265699.1	67	ENSG00000265699	MIR548AE2	miRNA
MIR4292	ENSG00000265806.1	67	ENSG00000265806	MIR4292	miRNA
MIR4282	ENSG00000266180.1	67	ENSG00000266180	MIR4282	miRNA
MIR4708	ENSG00000266740.1	67	ENSG00000266740	MIR4708	miRNA
MIR6511A4	ENSG00000273613.1	67	ENSG00000273613	MIR6511A4	miRNA
MIR6792	ENSG00000273657.1	67	ENSG00000273657	MIR6792	miRNA
MIR6798	ENSG00000273898.1	67	ENSG00000273898	MIR6798	miRNA
MIR6867	ENSG00000274621.1	67	ENSG00000274621	MIR6867	miRNA
SNORD109A	ENSG00000274640.1	67	ENSG00000274640	SNORD109A	snoRNA
MIR6888	ENSG00000275141.1	67	ENSG00000275141	MIR6888	miRNA
MIR6511A1	ENSG00000275259.1	67	ENSG00000275259	MIR6511A1	miRNA
MIR6851	ENSG00000275651.1	67	ENSG00000275651	MIR6851	miRNA
MIR6855	ENSG00000276124.1	67	ENSG00000276124	MIR6855	miRNA
MIR6511A3	ENSG00000276311.1	67	ENSG00000276311	MIR6511A3	miRNA
MIR6858	ENSG00000276350.1	67	ENSG00000276350	MIR6858	miRNA
MIR6829	ENSG00000276489.1	67	ENSG00000276489	MIR6829	miRNA
MIR6730	ENSG00000276830.1	67	ENSG00000276830	MIR6730	miRNA
MIR6784	ENSG00000277249.1	67	ENSG00000277249	MIR6784	miRNA
AP006248.1	ENSG00000277466.1	67	ENSG00000277466	AP006248.1	unprocessed_pseudogene
MIR6856	ENSG00000277713.1	67	ENSG00000277713	MIR6856	miRNA
MIR6511A2	ENSG00000278221.1	67	ENSG00000278221	MIR6511A2	miRNA
MIR148A	ENSG00000199085.3	68	ENSG00000199085	MIR148A	miRNA
MIR302C	ENSG00000199102.1	68	ENSG00000199102	MIR302C	miRNA
MIR302D	ENSG00000199145.1	68	ENSG00000199145	MIR302D	miRNA
MIR367	ENSG00000199169.1	68	ENSG00000199169	MIR367	miRNA
SNORD56	ENSG00000199783.1	68	ENSG00000199783	SNORD56	snoRNA
SNORD38	ENSG00000200733.1	68	ENSG00000200733	SNORD38	snoRNA
SNORD95	ENSG00000200969.1	68	ENSG00000200969	SNORD95	snoRNA
SNORD42	ENSG00000201209.1	68	ENSG00000201209	SNORD42	snoRNA
MIR200C	ENSG00000207713.3	68	ENSG00000207713	MIR200C	miRNA
MIR553	ENSG00000207750.1	68	ENSG00000207750	MIR553	miRNA
SNORD19	ENSG00000212493.1	68	ENSG00000212493	SNORD19	snoRNA
SNORD29	ENSG00000223004.1	68	ENSG00000223004	SNORD29	snoRNA
RNU7-187P	ENSG00000238998.1	68	ENSG00000238998	RNU7-187P	snRNA
RNU5E-3P	ENSG00000251722.1	68	ENSG00000251722	RNU5E-3P	snRNA
SNORA108	ENSG00000252284.1	68	ENSG00000252284	SNORA108	snoRNA
RNU7-179P	ENSG00000252417.1	68	ENSG00000252417	RNU7-179P	snRNA
SNORD59	ENSG00000252517.1	68	ENSG00000252517	SNORD59	snoRNA
RNU5B-6P	ENSG00000252574.2	68	ENSG00000252574	RNU5B-6P	snRNA
MIR5582	ENSG00000263540.1	68	ENSG00000263540	MIR5582	miRNA
MIR3185	ENSG00000263602.1	68	ENSG00000263602	MIR3185	miRNA
MIR3135B	ENSG00000263649.1	68	ENSG00000263649	MIR3135B	miRNA
MIR4457	ENSG00000263670.1	68	ENSG00000263670	MIR4457	miRNA
MIR3115	ENSG00000263793.1	68	ENSG00000263793	MIR3115	miRNA
MIR3679	ENSG00000263813.1	68	ENSG00000263813	MIR3679	miRNA
MIR4253	ENSG00000264014.1	68	ENSG00000264014	MIR4253	miRNA
MIR4491	ENSG00000264032.1	68	ENSG00000264032	MIR4491	miRNA
MIR3173	ENSG00000264607.1	68	ENSG00000264607	MIR3173	miRNA
MIR4638	ENSG00000264732.1	68	ENSG00000264732	MIR4638	miRNA
MIR5691	ENSG00000264984.1	68	ENSG00000264984	MIR5691	miRNA
MIR4419B	ENSG00000265061.1	68	ENSG00000265061	MIR4419B	miRNA
MIR4510	ENSG00000265098.3	68	ENSG00000265098	MIR4510	miRNA
MIR4427	ENSG00000265744.1	68	ENSG00000265744	MIR4427	miRNA
AL365205.2	ENSG00000268745.1	68	ENSG00000268745	AL365205.2	antisense_RNA
MIR139	ENSG00000272036.1	68	ENSG00000272036	MIR139	miRNA
MIR6760	ENSG00000273700.1	68	ENSG00000273700	MIR6760	miRNA
MIR6859-2	ENSG00000273874.1	68	ENSG00000273874	MIR6859-2	miRNA
MIR8068	ENSG00000273912.1	68	ENSG00000273912	MIR8068	miRNA
XIST_INTRON	ENSG00000274655.1	68	ENSG00000274655	XIST_INTRON	misc_RNA
MIR486-1	ENSG00000274705.2	68	ENSG00000274705	MIR486-1	miRNA
MIR6780A	ENSG00000275273.1	68	ENSG00000275273	MIR6780A	miRNA
MIR6859-3	ENSG00000275449.1	68	ENSG00000275449	MIR6859-3	miRNA
MIR6804	ENSG00000275519.1	68	ENSG00000275519	MIR6804	miRNA
MIR6795	ENSG00000275711.1	68	ENSG00000275711	MIR6795	miRNA
MIR7975	ENSG00000275863.1	68	ENSG00000275863	MIR7975	miRNA
MIR6794	ENSG00000276181.1	68	ENSG00000276181	MIR6794	miRNA
ZNRD1-AS1_1	ENSG00000278104.1	68	ENSG00000278104	ZNRD1-AS1_1	misc_RNA
MIR6859-1	ENSG00000278267.1	68	ENSG00000278267	MIR6859-1	miRNA
MIR6859-4	ENSG00000278739.1	68	ENSG00000278739	MIR6859-4	miRNA
MIR377	ENSG00000199015.4	69	ENSG00000199015	MIR377	miRNA
MIR373	ENSG00000199143.1	69	ENSG00000199143	MIR373	miRNA
SNORD18C	ENSG00000199574.1	69	ENSG00000199574	SNORD18C	snoRNA
SNORD31B	ENSG00000201847.1	69	ENSG00000201847	SNORD31B	snoRNA
SNORD113-1	ENSG00000202191.1	69	ENSG00000202191	SNORD113-1	snoRNA
SNORD38C	ENSG00000207109.1	69	ENSG00000207109	SNORD38C	snoRNA
MIR302A	ENSG00000207927.1	69	ENSG00000207927	MIR302A	miRNA
MIR33A	ENSG00000207932.1	69	ENSG00000207932	MIR33A	miRNA
TRAJ52	ENSG00000211838.1	69	ENSG00000211838	TRAJ52	TR_J_gene
SNORD41	ENSG00000212302.1	69	ENSG00000212302	SNORD41	snoRNA
MIR1229	ENSG00000221394.1	69	ENSG00000221394	MIR1229	miRNA
MIR1180	ENSG00000221540.1	69	ENSG00000221540	MIR1180	miRNA
RNU7-136P	ENSG00000238427.1	69	ENSG00000238427	RNU7-136P	snRNA
SNORD2	ENSG00000238707.1	69	ENSG00000238707	SNORD2	snoRNA
NMTRS-TGA3-1	ENSG00000241225.2	69	ENSG00000241225	NMTRS-TGA3-1	unprocessed_pseudogene
RNU6-964P	ENSG00000252333.1	69	ENSG00000252333	RNU6-964P	snRNA
CYP3A137P	ENSG00000261511.1	69	ENSG00000261511	CYP3A137P	unprocessed_pseudogene
MIR4639	ENSG00000263712.1	69	ENSG00000263712	MIR4639	miRNA
MIR4499	ENSG00000263978.1	69	ENSG00000263978	MIR4499	miRNA
